nohup: ignoring input
num_gpus: 1
['train.py', '--config=configs/DNS-large-full-watermark-weight-0.05.json', '--rank=0', '--group_name=group_2025_11_10-160429']
WATERMARK WEIGHT IN DATASET: 0.05
WATERMARK WEIGHT IN UTIL: 0.05
WATERMARK WEIGHT IN TRAIN: 0.05
exp_path: DNS-large-full-watermark-weight-0.05
ckpt_directory:  ./exp/DNS-large-full-watermark-weight-0.05/checkpoint
Data loaded
CleanUNet Parameters: 46.071937M;  
No valid checkpoint model found, start training from initialization.
Iteration 0:	Reduced Total Loss: 2.585	Total Loss: 2.585	ber: 0.528	decoding_loss: 1.113	reconstruct: 0.021	stft_sc: 0.490	stft_mag: 0.961	MinDecoding Loss: 1.471
Iteration 20:	Reduced Total Loss: 2.825	Total Loss: 2.825	ber: 0.659	decoding_loss: 1.338	reconstruct: 0.031	stft_sc: 0.490	stft_mag: 0.965	MinDecoding Loss: 1.487
Iteration 40:	Reduced Total Loss: 2.531	Total Loss: 2.531	ber: 0.550	decoding_loss: 1.069	reconstruct: 0.032	stft_sc: 0.489	stft_mag: 0.941	MinDecoding Loss: 1.462
Iteration 60:	Reduced Total Loss: 2.584	Total Loss: 2.584	ber: 0.603	decoding_loss: 1.124	reconstruct: 0.031	stft_sc: 0.489	stft_mag: 0.941	MinDecoding Loss: 1.461
Iteration 80:	Reduced Total Loss: 2.324	Total Loss: 2.324	ber: 0.591	decoding_loss: 0.879	reconstruct: 0.025	stft_sc: 0.489	stft_mag: 0.930	MinDecoding Loss: 1.445
Iteration 100:	Reduced Total Loss: 2.456	Total Loss: 2.456	ber: 0.625	decoding_loss: 1.014	reconstruct: 0.025	stft_sc: 0.489	stft_mag: 0.927	MinDecoding Loss: 1.442
Iteration 120:	Reduced Total Loss: 2.503	Total Loss: 2.503	ber: 0.634	decoding_loss: 1.017	reconstruct: 0.024	stft_sc: 0.490	stft_mag: 0.972	MinDecoding Loss: 1.486
Iteration 140:	Reduced Total Loss: 2.314	Total Loss: 2.314	ber: 0.616	decoding_loss: 0.793	reconstruct: 0.030	stft_sc: 0.490	stft_mag: 1.000	MinDecoding Loss: 1.520
Iteration 160:	Reduced Total Loss: 2.206	Total Loss: 2.206	ber: 0.616	decoding_loss: 0.638	reconstruct: 0.034	stft_sc: 0.491	stft_mag: 1.043	MinDecoding Loss: 1.568
Iteration 180:	Reduced Total Loss: 2.206	Total Loss: 2.206	ber: 0.616	decoding_loss: 0.662	reconstruct: 0.032	stft_sc: 0.490	stft_mag: 1.022	MinDecoding Loss: 1.544
Iteration 200:	Reduced Total Loss: 2.127	Total Loss: 2.127	ber: 0.559	decoding_loss: 0.600	reconstruct: 0.030	stft_sc: 0.490	stft_mag: 1.007	MinDecoding Loss: 1.527
Iteration 220:	Reduced Total Loss: 2.173	Total Loss: 2.173	ber: 0.609	decoding_loss: 0.688	reconstruct: 0.031	stft_sc: 0.487	stft_mag: 0.967	MinDecoding Loss: 1.485
Iteration 240:	Reduced Total Loss: 2.487	Total Loss: 2.487	ber: 0.597	decoding_loss: 0.950	reconstruct: 0.027	stft_sc: 0.488	stft_mag: 1.023	MinDecoding Loss: 1.538
Iteration 260:	Reduced Total Loss: 2.112	Total Loss: 2.112	ber: 0.566	decoding_loss: 0.651	reconstruct: 0.035	stft_sc: 0.490	stft_mag: 0.936	MinDecoding Loss: 1.460
Iteration 280:	Reduced Total Loss: 1.966	Total Loss: 1.966	ber: 0.541	decoding_loss: 0.519	reconstruct: 0.029	stft_sc: 0.490	stft_mag: 0.928	MinDecoding Loss: 1.447
Iteration 300:	Reduced Total Loss: 2.121	Total Loss: 2.121	ber: 0.609	decoding_loss: 0.669	reconstruct: 0.025	stft_sc: 0.490	stft_mag: 0.936	MinDecoding Loss: 1.452
Iteration 320:	Reduced Total Loss: 1.975	Total Loss: 1.975	ber: 0.525	decoding_loss: 0.515	reconstruct: 0.026	stft_sc: 0.488	stft_mag: 0.946	MinDecoding Loss: 1.460
Iteration 340:	Reduced Total Loss: 1.934	Total Loss: 1.934	ber: 0.584	decoding_loss: 0.507	reconstruct: 0.033	stft_sc: 0.491	stft_mag: 0.903	MinDecoding Loss: 1.427
Iteration 360:	Reduced Total Loss: 2.007	Total Loss: 2.007	ber: 0.625	decoding_loss: 0.609	reconstruct: 0.016	stft_sc: 0.489	stft_mag: 0.892	MinDecoding Loss: 1.398
Iteration 380:	Reduced Total Loss: 1.789	Total Loss: 1.789	ber: 0.469	decoding_loss: 0.378	reconstruct: 0.030	stft_sc: 0.490	stft_mag: 0.891	MinDecoding Loss: 1.411
Iteration 400:	Reduced Total Loss: 2.033	Total Loss: 2.033	ber: 0.575	decoding_loss: 0.571	reconstruct: 0.029	stft_sc: 0.486	stft_mag: 0.947	MinDecoding Loss: 1.462
Iteration 420:	Reduced Total Loss: 1.951	Total Loss: 1.951	ber: 0.584	decoding_loss: 0.533	reconstruct: 0.019	stft_sc: 0.491	stft_mag: 0.908	MinDecoding Loss: 1.418
Iteration 440:	Reduced Total Loss: 1.811	Total Loss: 1.811	ber: 0.572	decoding_loss: 0.425	reconstruct: 0.026	stft_sc: 0.491	stft_mag: 0.868	MinDecoding Loss: 1.386
Iteration 460:	Reduced Total Loss: 1.970	Total Loss: 1.970	ber: 0.550	decoding_loss: 0.505	reconstruct: 0.022	stft_sc: 0.489	stft_mag: 0.954	MinDecoding Loss: 1.465
Iteration 480:	Reduced Total Loss: 1.933	Total Loss: 1.933	ber: 0.538	decoding_loss: 0.561	reconstruct: 0.031	stft_sc: 0.487	stft_mag: 0.854	MinDecoding Loss: 1.372
Iteration 500:	Reduced Total Loss: 2.102	Total Loss: 2.102	ber: 0.572	decoding_loss: 0.662	reconstruct: 0.024	stft_sc: 0.487	stft_mag: 0.929	MinDecoding Loss: 1.440
Iteration 520:	Reduced Total Loss: 1.822	Total Loss: 1.822	ber: 0.459	decoding_loss: 0.363	reconstruct: 0.034	stft_sc: 0.489	stft_mag: 0.935	MinDecoding Loss: 1.459
Iteration 540:	Reduced Total Loss: 2.014	Total Loss: 2.014	ber: 0.538	decoding_loss: 0.611	reconstruct: 0.039	stft_sc: 0.489	stft_mag: 0.875	MinDecoding Loss: 1.403
Iteration 560:	Reduced Total Loss: 2.080	Total Loss: 2.080	ber: 0.544	decoding_loss: 0.665	reconstruct: 0.025	stft_sc: 0.489	stft_mag: 0.901	MinDecoding Loss: 1.415
Iteration 580:	Reduced Total Loss: 1.813	Total Loss: 1.813	ber: 0.469	decoding_loss: 0.438	reconstruct: 0.032	stft_sc: 0.489	stft_mag: 0.855	MinDecoding Loss: 1.376
Iteration 600:	Reduced Total Loss: 1.682	Total Loss: 1.682	ber: 0.366	decoding_loss: 0.333	reconstruct: 0.030	stft_sc: 0.492	stft_mag: 0.827	MinDecoding Loss: 1.349
Iteration 620:	Reduced Total Loss: 1.884	Total Loss: 1.884	ber: 0.481	decoding_loss: 0.451	reconstruct: 0.032	stft_sc: 0.490	stft_mag: 0.910	MinDecoding Loss: 1.432
Iteration 640:	Reduced Total Loss: 1.946	Total Loss: 1.946	ber: 0.559	decoding_loss: 0.566	reconstruct: 0.031	stft_sc: 0.492	stft_mag: 0.857	MinDecoding Loss: 1.380
Iteration 660:	Reduced Total Loss: 1.833	Total Loss: 1.833	ber: 0.519	decoding_loss: 0.495	reconstruct: 0.035	stft_sc: 0.490	stft_mag: 0.813	MinDecoding Loss: 1.338
Iteration 680:	Reduced Total Loss: 1.956	Total Loss: 1.956	ber: 0.478	decoding_loss: 0.464	reconstruct: 0.033	stft_sc: 0.491	stft_mag: 0.967	MinDecoding Loss: 1.491
Iteration 700:	Reduced Total Loss: 2.194	Total Loss: 2.194	ber: 0.525	decoding_loss: 0.729	reconstruct: 0.041	stft_sc: 0.491	stft_mag: 0.932	MinDecoding Loss: 1.465
Iteration 720:	Reduced Total Loss: 1.889	Total Loss: 1.889	ber: 0.512	decoding_loss: 0.440	reconstruct: 0.040	stft_sc: 0.489	stft_mag: 0.920	MinDecoding Loss: 1.448
Iteration 740:	Reduced Total Loss: 2.046	Total Loss: 2.046	ber: 0.478	decoding_loss: 0.557	reconstruct: 0.042	stft_sc: 0.489	stft_mag: 0.958	MinDecoding Loss: 1.489
Iteration 751:	Reduced Total Loss: 1.785	Total Loss: 1.785	ber: 0.431	decoding_loss: 0.450	reconstruct: 0.027	stft_sc: 0.490	stft_mag: 0.817	MinDecoding Loss: 1.335
Iteration 771:	Reduced Total Loss: 1.712	Total Loss: 1.712	ber: 0.391	decoding_loss: 0.338	reconstruct: 0.037	stft_sc: 0.490	stft_mag: 0.848	MinDecoding Loss: 1.374
Iteration 791:	Reduced Total Loss: 1.913	Total Loss: 1.913	ber: 0.488	decoding_loss: 0.514	reconstruct: 0.025	stft_sc: 0.488	stft_mag: 0.886	MinDecoding Loss: 1.399
Iteration 811:	Reduced Total Loss: 1.909	Total Loss: 1.909	ber: 0.472	decoding_loss: 0.504	reconstruct: 0.029	stft_sc: 0.490	stft_mag: 0.887	MinDecoding Loss: 1.406
Iteration 831:	Reduced Total Loss: 1.936	Total Loss: 1.936	ber: 0.491	decoding_loss: 0.525	reconstruct: 0.026	stft_sc: 0.487	stft_mag: 0.899	MinDecoding Loss: 1.412
Iteration 851:	Reduced Total Loss: 1.861	Total Loss: 1.861	ber: 0.434	decoding_loss: 0.491	reconstruct: 0.041	stft_sc: 0.491	stft_mag: 0.839	MinDecoding Loss: 1.370
Iteration 871:	Reduced Total Loss: 1.749	Total Loss: 1.749	ber: 0.381	decoding_loss: 0.393	reconstruct: 0.033	stft_sc: 0.490	stft_mag: 0.834	MinDecoding Loss: 1.356
Iteration 891:	Reduced Total Loss: 2.161	Total Loss: 2.161	ber: 0.534	decoding_loss: 0.746	reconstruct: 0.028	stft_sc: 0.490	stft_mag: 0.896	MinDecoding Loss: 1.415
Iteration 911:	Reduced Total Loss: 1.724	Total Loss: 1.724	ber: 0.372	decoding_loss: 0.349	reconstruct: 0.032	stft_sc: 0.488	stft_mag: 0.855	MinDecoding Loss: 1.375
Iteration 931:	Reduced Total Loss: 1.769	Total Loss: 1.769	ber: 0.413	decoding_loss: 0.449	reconstruct: 0.033	stft_sc: 0.488	stft_mag: 0.799	MinDecoding Loss: 1.321
Iteration 951:	Reduced Total Loss: 1.883	Total Loss: 1.883	ber: 0.450	decoding_loss: 0.515	reconstruct: 0.028	stft_sc: 0.488	stft_mag: 0.852	MinDecoding Loss: 1.368
Iteration 971:	Reduced Total Loss: 2.135	Total Loss: 2.135	ber: 0.519	decoding_loss: 0.656	reconstruct: 0.040	stft_sc: 0.486	stft_mag: 0.952	MinDecoding Loss: 1.479
Iteration 991:	Reduced Total Loss: 1.903	Total Loss: 1.903	ber: 0.438	decoding_loss: 0.510	reconstruct: 0.019	stft_sc: 0.487	stft_mag: 0.887	MinDecoding Loss: 1.393
Iteration 1011:	Reduced Total Loss: 1.881	Total Loss: 1.881	ber: 0.394	decoding_loss: 0.545	reconstruct: 0.024	stft_sc: 0.488	stft_mag: 0.824	MinDecoding Loss: 1.336
Iteration 1031:	Reduced Total Loss: 1.873	Total Loss: 1.873	ber: 0.544	decoding_loss: 0.552	reconstruct: 0.025	stft_sc: 0.489	stft_mag: 0.807	MinDecoding Loss: 1.322
Iteration 1051:	Reduced Total Loss: 1.737	Total Loss: 1.737	ber: 0.369	decoding_loss: 0.353	reconstruct: 0.025	stft_sc: 0.485	stft_mag: 0.875	MinDecoding Loss: 1.384
Iteration 1071:	Reduced Total Loss: 1.670	Total Loss: 1.670	ber: 0.306	decoding_loss: 0.368	reconstruct: 0.018	stft_sc: 0.482	stft_mag: 0.802	MinDecoding Loss: 1.302
Iteration 1091:	Reduced Total Loss: 1.940	Total Loss: 1.940	ber: 0.478	decoding_loss: 0.570	reconstruct: 0.039	stft_sc: 0.488	stft_mag: 0.843	MinDecoding Loss: 1.370
Iteration 1111:	Reduced Total Loss: 1.873	Total Loss: 1.873	ber: 0.438	decoding_loss: 0.544	reconstruct: 0.022	stft_sc: 0.486	stft_mag: 0.821	MinDecoding Loss: 1.329
Iteration 1131:	Reduced Total Loss: 1.863	Total Loss: 1.863	ber: 0.459	decoding_loss: 0.462	reconstruct: 0.023	stft_sc: 0.478	stft_mag: 0.900	MinDecoding Loss: 1.401
Iteration 1151:	Reduced Total Loss: 1.832	Total Loss: 1.832	ber: 0.337	decoding_loss: 0.446	reconstruct: 0.033	stft_sc: 0.488	stft_mag: 0.866	MinDecoding Loss: 1.386
Iteration 1171:	Reduced Total Loss: 1.774	Total Loss: 1.774	ber: 0.378	decoding_loss: 0.449	reconstruct: 0.022	stft_sc: 0.486	stft_mag: 0.817	MinDecoding Loss: 1.325
Iteration 1191:	Reduced Total Loss: 2.149	Total Loss: 2.149	ber: 0.553	decoding_loss: 0.760	reconstruct: 0.024	stft_sc: 0.484	stft_mag: 0.881	MinDecoding Loss: 1.389
Iteration 1211:	Reduced Total Loss: 1.855	Total Loss: 1.855	ber: 0.422	decoding_loss: 0.514	reconstruct: 0.026	stft_sc: 0.486	stft_mag: 0.829	MinDecoding Loss: 1.341
Iteration 1231:	Reduced Total Loss: 1.683	Total Loss: 1.683	ber: 0.341	decoding_loss: 0.380	reconstruct: 0.023	stft_sc: 0.485	stft_mag: 0.795	MinDecoding Loss: 1.303
Iteration 1251:	Reduced Total Loss: 1.765	Total Loss: 1.765	ber: 0.363	decoding_loss: 0.435	reconstruct: 0.033	stft_sc: 0.487	stft_mag: 0.810	MinDecoding Loss: 1.330
